id,指标主键,quota_level,建议ID,风险级别,画像类别,驾驶员建议内容,管理员建议内容,建议来源
405,单位画像-驾驶员风险-能耗风险-车辆起步不关车门,3,406,4,单位画像,,建立车辆起步不关车门指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
406,单位画像-驾驶员风险-能耗风险-空档滑行,3,407,4,单位画像,,通过车载监控抓拍空档滑行行为，对违规者开展制动安全培训，考核合格再上岗。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
407,单位画像-驾驶员风险-能耗风险-熄火滑行,3,408,4,单位画像,,建立熄火滑行指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
408,单位画像-驾驶员风险-能耗风险-不文明鸣笛,3,409,4,单位画像,,建立不文明鸣笛指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
409,单位画像-驾驶员风险-能耗风险-安全带行为,3,410,4,单位画像,,建立安全带行为指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
410,单位画像-驾驶员风险-能耗风险-不规范进站,3,411,4,单位画像,,建立不规范进站指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
411,单位画像-驾驶员风险-能耗风险-不规范出站,3,412,4,单位画像,,建立不规范出站指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
412,单位画像-驾驶员风险-能耗风险-急停,3,413,4,单位画像,,建立急停指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
413,单位画像-驾驶员风险-能耗风险-门开禁启开关,3,414,4,单位画像,,建立门开禁启开关指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
414,单位画像-驾驶员风险-能耗风险-停车不挂N档,3,415,4,单位画像,,建立停车不挂N档指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
415,单位画像-驾驶员风险-能耗风险-不规范开关门,3,416,4,单位画像,,建立不规范开关门指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
416,单位画像-驾驶员风险-能耗风险-安全启动,3,417,4,单位画像,,建立安全启动指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
417,单位画像-驾驶员风险-能耗风险-违规使用空调,3,418,4,单位画像,,建立违规使用空调指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
418,单位画像-驾驶员风险-能耗风险-平路不规范行为,3,419,4,单位画像,,建立平路不规范行为指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
419,单位画像-驾驶员风险-能耗风险-上坡不规范行为,3,420,4,单位画像,,建立上坡不规范行为指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
420,单位画像-驾驶员风险-能耗风险-下坡不规范行为,3,421,4,单位画像,,建立下坡不规范行为指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
421,单位画像-驾驶员风险-能耗风险-违规使用总电,3,422,4,单位画像,,建立违规使用总电指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
422,单位画像-驾驶员风险-能耗风险-路口大油门,3,423,4,单位画像,,建立路口大油门指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
423,单位画像-驾驶员风险-能耗风险-进站违规制动,3,424,4,单位画像,,建立进站违规制动指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
424,单位画像-驾驶员风险-能耗风险-区间超速,3,425,4,单位画像,,建立区间超速指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
425,单位画像-驾驶员风险-能耗风险-全局超速,3,426,4,单位画像,,建立全局超速指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
426,单位画像-驾驶员风险-能耗风险-左转弯未刹车,3,427,4,单位画像,,建立左转弯未刹车指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
427,单位画像-驾驶员风险-能耗风险-右转弯未刹车,3,428,4,单位画像,,建立右转弯未刹车指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
428,单位画像-车辆风险-故障风险-车龄,3,429,4,单位画像,,建立车龄指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕164号 广州巴士集团有限公司关于印发公交营运车辆服务设施设置管理办法的通知》
429,单位画像-车辆风险-故障风险-车长,3,430,4,单位画像,,建立车长指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕164号 广州巴士集团有限公司关于印发公交营运车辆服务设施设置管理办法的通知》
430,单位画像-车辆风险-故障风险-电池容量,3,431,4,单位画像,,建立电池容量指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕164号 广州巴士集团有限公司关于印发公交营运车辆服务设施设置管理办法的通知》
431,单位画像-车辆风险-故障风险-车辆品牌,3,432,4,单位画像,,建立车辆品牌指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕164号 广州巴士集团有限公司关于印发公交营运车辆服务设施设置管理办法的通知》
432,单位画像-车辆风险-故障风险-车辆自重,3,433,4,单位画像,,建立车辆自重指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕164号 广州巴士集团有限公司关于印发公交营运车辆服务设施设置管理办法的通知》
433,单位画像-车辆风险-故障风险-平均速度,3,435,4,单位画像,,建立平均速度指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕164号 广州巴士集团有限公司关于印发公交营运车辆服务设施设置管理办法的通知》
434,单位画像-车辆风险-故障风险-运营时长,3,436,4,单位画像,,建立运营时长指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕164号 广州巴士集团有限公司关于印发公交营运车辆服务设施设置管理办法的通知》
435,单位画像-车辆风险-故障风险-日充电次数,3,437,4,单位画像,,建立日充电次数指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕164号 广州巴士集团有限公司关于印发公交营运车辆服务设施设置管理办法的通知》
436,单位画像-车辆风险-故障风险-日充电量,3,438,4,单位画像,,建立日充电量指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕164号 广州巴士集团有限公司关于印发公交营运车辆服务设施设置管理办法的通知》
437,单位画像-车辆风险-故障风险-每公里耗电量,3,439,4,单位画像,,建立公里耗电量指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕164号 广州巴士集团有限公司关于印发公交营运车辆服务设施设置管理办法的通知》
438,单位画像-车辆风险-故障风险-空气压缩机开启时长,3,440,4,单位画像,,建立空气压缩机开启时长指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕164号 广州巴士集团有限公司关于印发公交营运车辆服务设施设置管理办法的通知》
439,单位画像-车辆风险-故障风险-空气压缩机开关次数,3,441,4,单位画像,,建立空气压缩机开关次数指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕164号 广州巴士集团有限公司关于印发公交营运车辆服务设施设置管理办法的通知》
440,单位画像-车辆风险-故障风险-电池电压过低次数,3,442,4,单位画像,,建立低压蓄电池电压指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕164号 广州巴士集团有限公司关于印发公交营运车辆服务设施设置管理办法的通知》
